date,pairKey,legalStatus,winningMode,seasonalPotential,scoreThermalFit0,scoreThermalFitHalf,scoreThermalFit1
2027-05-14,algoma_wi/brown_trout,open,spring_nearshore,5.484,2.345,3.915,5.484
2027-05-15,algoma_wi/brown_trout,open,spring_nearshore,5.422,2.327,3.874,5.422
2027-05-16,algoma_wi/brown_trout,open,spring_nearshore,5.305,2.291,3.798,5.305
2027-05-17,algoma_wi/brown_trout,open,spring_nearshore,5.188,2.256,3.722,5.188
2027-05-18,algoma_wi/brown_trout,open,spring_nearshore,5.071,2.221,3.646,5.071
2027-05-19,algoma_wi/brown_trout,open,spring_nearshore,4.954,2.186,3.57,4.954
2027-05-20,algoma_wi/brown_trout,open,spring_nearshore,4.837,2.151,3.494,4.837
2027-05-21,algoma_wi/brown_trout,open,spring_nearshore,4.719,2.116,3.418,4.719
2027-05-22,algoma_wi/brown_trout,open,spring_nearshore,4.602,2.081,3.342,4.602
2027-05-23,algoma_wi/brown_trout,open,spring_nearshore,4.485,2.046,3.265,4.485
2027-05-24,algoma_wi/brown_trout,open,spring_nearshore,4.368,2.01,3.189,4.368
2027-05-25,algoma_wi/brown_trout,open,spring_nearshore,4.251,1.975,3.113,4.251
2027-05-26,algoma_wi/brown_trout,open,spring_nearshore,4.134,1.94,3.037,4.134
2027-05-27,algoma_wi/brown_trout,open,spring_nearshore,4.017,1.905,2.961,4.017
2027-05-28,algoma_wi/brown_trout,open,spring_nearshore,3.9,1.87,2.885,3.9
2027-05-29,algoma_wi/brown_trout,open,spring_nearshore,3.783,1.835,2.809,3.783
2027-05-30,algoma_wi/brown_trout,open,spring_nearshore,3.666,1.8,2.733,3.666
2027-05-31,algoma_wi/brown_trout,open,spring_nearshore,3.548,1.765,2.656,3.548
2027-06-01,algoma_wi/brown_trout,open,spring_nearshore,3.431,1.729,2.58,3.431
2027-06-02,algoma_wi/brown_trout,open,spring_nearshore,3.314,1.694,2.504,3.314
2027-06-03,algoma_wi/brown_trout,open,spring_nearshore,3.197,1.659,2.428,3.197
2027-06-04,algoma_wi/brown_trout,open,spring_nearshore,3.08,1.624,2.352,3.08
2027-06-05,algoma_wi/brown_trout,open,spring_nearshore,2.963,1.589,2.276,2.963
2027-06-06,algoma_wi/brown_trout,open,spring_nearshore,2.846,1.554,2.2,2.846
2027-06-07,algoma_wi/brown_trout,open,spring_nearshore,2.729,1.519,2.124,2.729
2027-06-08,algoma_wi/brown_trout,open,spring_nearshore,2.612,1.484,2.048,2.612
2027-06-09,algoma_wi/brown_trout,open,spring_nearshore,2.495,1.448,1.971,2.495
2027-06-10,algoma_wi/brown_trout,open,spring_nearshore,2.377,1.413,1.895,2.377
2027-06-11,algoma_wi/brown_trout,open,spring_nearshore,2.26,1.378,1.819,2.26
2027-06-12,algoma_wi/brown_trout,open,spring_nearshore,2.143,1.343,1.743,2.143
2027-06-13,algoma_wi/brown_trout,open,spring_nearshore,2.026,1.308,1.667,2.026
2027-06-14,algoma_wi/brown_trout,open,fall_harbor,1.939,1.282,1.61,1.939
2027-06-15,algoma_wi/brown_trout,open,fall_harbor,1.926,1.278,1.602,1.926
2027-06-16,algoma_wi/brown_trout,open,fall_harbor,1.913,1.274,1.593,1.913
2027-06-17,algoma_wi/brown_trout,open,fall_harbor,1.9,1.27,1.585,1.9
2027-06-18,algoma_wi/brown_trout,open,fall_harbor,1.887,1.266,1.576,1.887
2027-06-19,algoma_wi/brown_trout,open,fall_harbor,1.874,1.262,1.568,1.874
2027-06-20,algoma_wi/brown_trout,open,fall_harbor,1.861,1.258,1.559,1.861
2027-06-21,algoma_wi/brown_trout,open,fall_harbor,1.848,1.254,1.551,1.848
2027-06-22,algoma_wi/brown_trout,open,fall_harbor,1.835,1.25,1.542,1.835
2027-06-23,algoma_wi/brown_trout,open,fall_harbor,1.822,1.246,1.534,1.822
2027-06-24,algoma_wi/brown_trout,open,fall_harbor,1.809,1.243,1.526,1.809
2027-06-25,algoma_wi/brown_trout,open,fall_harbor,1.795,1.239,1.517,1.795
2027-06-26,algoma_wi/brown_trout,open,fall_harbor,1.782,1.235,1.509,1.782
2027-06-27,algoma_wi/brown_trout,open,fall_harbor,1.769,1.231,1.5,1.769
2027-06-28,algoma_wi/brown_trout,open,fall_harbor,1.756,1.227,1.492,1.756
2027-06-29,algoma_wi/brown_trout,open,fall_harbor,1.743,1.223,1.483,1.743
2027-06-30,algoma_wi/brown_trout,open,fall_harbor,1.73,1.219,1.475,1.73
2027-07-01,algoma_wi/brown_trout,open,fall_harbor,1.717,1.215,1.466,1.717
2027-07-02,algoma_wi/brown_trout,open,fall_harbor,1.704,1.211,1.458,1.704
2027-07-03,algoma_wi/brown_trout,open,fall_harbor,1.691,1.207,1.449,1.691
2027-07-04,algoma_wi/brown_trout,open,fall_harbor,1.678,1.203,1.441,1.678
2027-07-05,algoma_wi/brown_trout,open,fall_harbor,1.665,1.2,1.432,1.665
2027-07-06,algoma_wi/brown_trout,open,fall_harbor,1.652,1.196,1.424,1.652
2027-07-07,algoma_wi/brown_trout,open,fall_harbor,1.639,1.192,1.415,1.639
2027-07-08,algoma_wi/brown_trout,open,fall_harbor,1.626,1.188,1.407,1.626
2027-07-09,algoma_wi/brown_trout,open,fall_harbor,1.613,1.184,1.398,1.613
2027-07-10,algoma_wi/brown_trout,open,fall_harbor,1.6,1.18,1.39,1.6
2027-07-11,algoma_wi/brown_trout,open,fall_harbor,1.587,1.176,1.381,1.587
2027-07-12,algoma_wi/brown_trout,open,fall_harbor,1.574,1.172,1.373,1.574
2027-07-13,algoma_wi/brown_trout,open,fall_harbor,1.561,1.168,1.364,1.561
2027-07-14,algoma_wi/brown_trout,open,fall_harbor,1.548,1.164,1.356,1.548
2027-07-15,algoma_wi/brown_trout,open,fall_harbor,1.535,1.16,1.348,1.535
2027-07-16,algoma_wi/brown_trout,open,fall_harbor,1.522,1.156,1.339,1.522
2027-07-17,algoma_wi/brown_trout,open,fall_harbor,1.509,1.153,1.331,1.509
2027-07-18,algoma_wi/brown_trout,open,fall_harbor,1.496,1.149,1.322,1.496
2027-07-19,algoma_wi/brown_trout,open,fall_harbor,1.482,1.145,1.314,1.482
2027-07-20,algoma_wi/brown_trout,open,fall_harbor,1.469,1.141,1.305,1.469
2027-07-21,algoma_wi/brown_trout,open,fall_harbor,1.456,1.137,1.297,1.456
2027-07-22,algoma_wi/brown_trout,open,fall_harbor,1.443,1.133,1.288,1.443
2027-07-23,algoma_wi/brown_trout,open,fall_harbor,1.43,1.129,1.28,1.43
2027-07-24,algoma_wi/brown_trout,open,fall_harbor,1.417,1.125,1.271,1.417
2027-07-25,algoma_wi/brown_trout,open,fall_harbor,1.404,1.121,1.263,1.404
2027-07-26,algoma_wi/brown_trout,open,fall_harbor,1.391,1.117,1.254,1.391
2027-07-27,algoma_wi/brown_trout,open,fall_harbor,1.378,1.113,1.246,1.378
2027-07-28,algoma_wi/brown_trout,open,fall_harbor,1.365,1.11,1.237,1.365
2027-07-29,algoma_wi/brown_trout,open,fall_harbor,1.352,1.106,1.229,1.352
2027-07-30,algoma_wi/brown_trout,open,spring_nearshore,1.35,1.105,1.228,1.35
2027-07-31,algoma_wi/brown_trout,open,spring_nearshore,1.362,1.109,1.236,1.362
2027-08-01,algoma_wi/brown_trout,open,spring_nearshore,1.374,1.112,1.243,1.374
2027-08-02,algoma_wi/brown_trout,open,spring_nearshore,1.387,1.116,1.251,1.387
2027-08-03,algoma_wi/brown_trout,open,spring_nearshore,1.399,1.12,1.259,1.399
2027-08-04,algoma_wi/brown_trout,open,spring_nearshore,1.411,1.123,1.267,1.411
2027-08-05,algoma_wi/brown_trout,open,spring_nearshore,1.423,1.127,1.275,1.423
2027-08-06,algoma_wi/brown_trout,open,spring_nearshore,1.435,1.13,1.283,1.435
2027-08-07,algoma_wi/brown_trout,open,spring_nearshore,1.447,1.134,1.29,1.447
2027-08-08,algoma_wi/brown_trout,open,spring_nearshore,1.459,1.138,1.298,1.459
2027-08-09,algoma_wi/brown_trout,open,spring_nearshore,1.471,1.141,1.306,1.471
2027-08-10,algoma_wi/brown_trout,open,spring_nearshore,1.483,1.145,1.314,1.483
2027-08-11,algoma_wi/brown_trout,open,spring_nearshore,1.495,1.149,1.322,1.495
2027-08-12,algoma_wi/brown_trout,open,spring_nearshore,1.507,1.152,1.33,1.507
2027-08-13,algoma_wi/brown_trout,open,spring_nearshore,1.519,1.156,1.338,1.519
2027-08-14,algoma_wi/brown_trout,open,spring_nearshore,1.531,1.159,1.345,1.531
2027-08-15,algoma_wi/brown_trout,open,spring_nearshore,1.544,1.163,1.353,1.544
2027-08-16,algoma_wi/brown_trout,open,spring_nearshore,1.556,1.167,1.361,1.556
2027-08-17,algoma_wi/brown_trout,open,spring_nearshore,1.568,1.17,1.369,1.568
2027-08-18,algoma_wi/brown_trout,open,spring_nearshore,1.58,1.174,1.377,1.58
2027-08-19,algoma_wi/brown_trout,open,spring_nearshore,1.592,1.178,1.385,1.592
2027-08-20,algoma_wi/brown_trout,open,spring_nearshore,1.604,1.181,1.393,1.604
2027-08-21,algoma_wi/brown_trout,open,spring_nearshore,1.616,1.185,1.4,1.616
2027-08-22,algoma_wi/brown_trout,open,spring_nearshore,1.628,1.188,1.408,1.628
2027-08-23,algoma_wi/brown_trout,open,spring_nearshore,1.64,1.192,1.416,1.64
2027-08-24,algoma_wi/brown_trout,open,spring_nearshore,1.652,1.196,1.424,1.652
2027-08-25,algoma_wi/brown_trout,open,spring_nearshore,1.664,1.199,1.432,1.664
2027-08-26,algoma_wi/brown_trout,open,spring_nearshore,1.676,1.203,1.44,1.676
2027-08-27,algoma_wi/brown_trout,open,spring_nearshore,1.688,1.207,1.448,1.688
2027-08-28,algoma_wi/brown_trout,open,spring_nearshore,1.701,1.21,1.455,1.701
2027-08-29,algoma_wi/brown_trout,open,spring_nearshore,1.713,1.214,1.463,1.713
2027-08-30,algoma_wi/brown_trout,open,spring_nearshore,1.725,1.217,1.471,1.725
2027-08-31,algoma_wi/brown_trout,open,spring_nearshore,1.737,1.221,1.479,1.737
2027-09-01,algoma_wi/brown_trout,open,spring_nearshore,1.749,1.225,1.487,1.749
2027-09-02,algoma_wi/brown_trout,open,spring_nearshore,1.761,1.228,1.495,1.761
2027-09-03,algoma_wi/brown_trout,open,spring_nearshore,1.773,1.232,1.502,1.773
2027-09-04,algoma_wi/brown_trout,open,spring_nearshore,1.785,1.236,1.51,1.785
2027-09-05,algoma_wi/brown_trout,open,spring_nearshore,1.797,1.239,1.518,1.797
2027-09-06,algoma_wi/brown_trout,open,spring_nearshore,1.809,1.243,1.526,1.809
2027-09-07,algoma_wi/brown_trout,open,spring_nearshore,1.821,1.246,1.534,1.821
2027-09-08,algoma_wi/brown_trout,open,spring_nearshore,1.833,1.25,1.542,1.833
2027-09-09,algoma_wi/brown_trout,open,spring_nearshore,1.845,1.254,1.55,1.845
2027-09-10,algoma_wi/brown_trout,open,spring_nearshore,1.858,1.257,1.557,1.858
2027-09-11,algoma_wi/brown_trout,open,spring_nearshore,1.87,1.261,1.565,1.87
2027-09-12,algoma_wi/brown_trout,open,spring_nearshore,1.882,1.265,1.573,1.882
2027-09-13,algoma_wi/brown_trout,open,spring_nearshore,1.894,1.268,1.581,1.894
2027-09-14,algoma_wi/brown_trout,open,spring_nearshore,1.906,1.272,1.589,1.906
2027-09-15,algoma_wi/brown_trout,open,spring_nearshore,1.918,1.275,1.597,1.918
2027-09-16,algoma_wi/brown_trout,open,fall_harbor,1.961,1.288,1.625,1.961
2027-09-17,algoma_wi/brown_trout,open,fall_harbor,2.005,1.302,1.653,2.005
2027-09-18,algoma_wi/brown_trout,open,fall_harbor,2.049,1.315,1.682,2.049
2027-09-19,algoma_wi/brown_trout,open,fall_harbor,2.093,1.328,1.71,2.093
2027-09-20,algoma_wi/brown_trout,open,fall_harbor,2.136,1.341,1.739,2.136
2027-09-21,algoma_wi/brown_trout,open,fall_harbor,2.18,1.354,1.767,2.18
2027-09-22,algoma_wi/brown_trout,open,fall_harbor,2.224,1.367,1.795,2.224
2027-09-23,algoma_wi/brown_trout,open,fall_harbor,2.267,1.38,1.824,2.267
2027-09-24,algoma_wi/brown_trout,open,fall_harbor,2.311,1.393,1.852,2.311
2027-09-25,algoma_wi/brown_trout,open,fall_harbor,2.355,1.406,1.881,2.355
2027-09-26,algoma_wi/brown_trout,open,fall_harbor,2.398,1.42,1.909,2.398
2027-09-27,algoma_wi/brown_trout,open,fall_harbor,2.442,1.433,1.937,2.442
2027-09-28,algoma_wi/brown_trout,open,fall_harbor,2.486,1.446,1.966,2.486
2027-09-29,algoma_wi/brown_trout,open,fall_harbor,2.53,1.459,1.994,2.53
2027-09-30,algoma_wi/brown_trout,open,fall_harbor,2.573,1.472,2.023,2.573
2027-10-01,algoma_wi/brown_trout,open,fall_harbor,2.617,1.485,2.051,2.617
2027-10-02,algoma_wi/brown_trout,open,fall_harbor,2.692,1.508,2.1,2.692
2027-10-03,algoma_wi/brown_trout,open,fall_harbor,2.767,1.53,2.149,2.767
2027-10-04,algoma_wi/brown_trout,open,fall_harbor,2.842,1.553,2.197,2.842
2027-10-05,algoma_wi/brown_trout,open,fall_harbor,2.917,1.575,2.246,2.917
2027-10-06,algoma_wi/brown_trout,open,fall_harbor,2.992,1.598,2.295,2.992
2027-10-07,algoma_wi/brown_trout,open,fall_harbor,3.067,1.62,2.344,3.067
2027-10-08,algoma_wi/brown_trout,open,fall_harbor,3.143,1.643,2.393,3.143
2027-10-09,algoma_wi/brown_trout,open,fall_harbor,3.218,1.665,2.441,3.218
2027-10-10,algoma_wi/brown_trout,open,fall_harbor,3.293,1.688,2.49,3.293
2027-10-11,algoma_wi/brown_trout,open,fall_harbor,3.368,1.71,2.539,3.368
2027-10-12,algoma_wi/brown_trout,open,fall_harbor,3.443,1.733,2.588,3.443
2027-10-13,algoma_wi/brown_trout,open,fall_harbor,3.518,1.755,2.637,3.518
2027-10-14,algoma_wi/brown_trout,open,fall_harbor,3.593,1.778,2.685,3.593
2027-10-15,algoma_wi/brown_trout,open,fall_harbor,3.668,1.8,2.734,3.668
2027-10-16,algoma_wi/brown_trout,open,fall_harbor,3.743,1.823,2.783,3.743
2027-10-17,algoma_wi/brown_trout,open,fall_harbor,3.818,1.845,2.832,3.818
2027-10-18,algoma_wi/brown_trout,open,fall_harbor,3.893,1.868,2.881,3.893
2027-10-19,algoma_wi/brown_trout,open,fall_harbor,3.968,1.891,2.929,3.968
2027-10-20,algoma_wi/brown_trout,open,fall_harbor,4.043,1.913,2.978,4.043
2027-10-21,algoma_wi/brown_trout,open,fall_harbor,4.119,1.936,3.027,4.119
2027-10-22,algoma_wi/brown_trout,open,fall_harbor,4.194,1.958,3.076,4.194
2027-10-23,algoma_wi/brown_trout,open,fall_harbor,4.269,1.981,3.125,4.269
2027-10-24,algoma_wi/brown_trout,open,fall_harbor,4.344,2.003,3.173,4.344
2027-10-25,algoma_wi/brown_trout,open,fall_harbor,4.419,2.026,3.222,4.419
2027-10-26,algoma_wi/brown_trout,open,fall_harbor,4.494,2.048,3.271,4.494
2027-10-27,algoma_wi/brown_trout,open,fall_harbor,4.569,2.071,3.32,4.569
2027-10-28,algoma_wi/brown_trout,open,fall_harbor,4.644,2.093,3.369,4.644
2027-10-29,algoma_wi/brown_trout,open,fall_harbor,4.719,2.116,3.417,4.719
2027-10-30,algoma_wi/brown_trout,open,fall_harbor,4.794,2.138,3.466,4.794
2027-10-31,algoma_wi/brown_trout,open,fall_harbor,4.869,2.161,3.515,4.869
2027-11-01,algoma_wi/brown_trout,open,fall_harbor,4.944,2.183,3.564,4.944
2027-11-02,algoma_wi/brown_trout,open,fall_harbor,5.019,2.206,3.613,5.019
2027-11-03,algoma_wi/brown_trout,open,fall_harbor,5.094,2.228,3.661,5.094
2027-11-04,algoma_wi/brown_trout,open,fall_harbor,5.17,2.251,3.71,5.17
2027-11-05,algoma_wi/brown_trout,open,fall_harbor,5.245,2.273,3.759,5.245
2027-11-06,algoma_wi/brown_trout,open,fall_harbor,5.32,2.296,3.808,5.32
2027-11-07,algoma_wi/brown_trout,open,fall_harbor,5.395,2.318,3.857,5.395
2027-11-08,algoma_wi/brown_trout,open,fall_harbor,5.47,2.341,3.905,5.47
2027-11-09,algoma_wi/brown_trout,open,fall_harbor,5.545,2.363,3.954,5.545
2027-11-10,algoma_wi/brown_trout,open,fall_harbor,5.62,2.386,4.003,5.62
2027-11-11,algoma_wi/brown_trout,open,fall_harbor,5.585,2.376,3.98,5.585
2027-11-12,algoma_wi/brown_trout,open,fall_harbor,5.551,2.365,3.958,5.551
2027-11-13,algoma_wi/brown_trout,open,fall_harbor,5.516,2.355,3.935,5.516
2027-11-14,algoma_wi/brown_trout,open,fall_harbor,5.481,2.344,3.913,5.481
2027-11-15,algoma_wi/brown_trout,open,fall_harbor,5.447,2.334,3.89,5.447
2027-11-16,algoma_wi/brown_trout,open,fall_harbor,5.412,2.324,3.868,5.412
2027-11-17,algoma_wi/brown_trout,open,fall_harbor,5.377,2.313,3.845,5.377
2027-11-18,algoma_wi/brown_trout,open,fall_harbor,5.343,2.303,3.823,5.343
2027-11-19,algoma_wi/brown_trout,open,fall_harbor,5.308,2.292,3.8,5.308
2027-11-20,algoma_wi/brown_trout,open,fall_harbor,5.274,2.282,3.778,5.274
2027-11-21,algoma_wi/brown_trout,open,fall_harbor,5.239,2.272,3.755,5.239
2027-11-22,algoma_wi/brown_trout,open,fall_harbor,5.204,2.261,3.733,5.204
2027-11-23,algoma_wi/brown_trout,open,fall_harbor,5.17,2.251,3.71,5.17
2027-11-24,algoma_wi/brown_trout,open,fall_harbor,5.135,2.24,3.688,5.135
2027-11-25,algoma_wi/brown_trout,open,fall_harbor,5.1,2.23,3.665,5.1
2027-11-26,algoma_wi/brown_trout,open,fall_harbor,5.066,2.22,3.643,5.066
2027-11-27,algoma_wi/brown_trout,open,fall_harbor,5.031,2.209,3.62,5.031
2027-11-28,algoma_wi/brown_trout,open,fall_harbor,4.996,2.199,3.598,4.996
2027-11-29,algoma_wi/brown_trout,open,fall_harbor,4.962,2.188,3.575,4.962
2027-11-30,algoma_wi/brown_trout,open,fall_harbor,4.927,2.178,3.553,4.927
2027-12-01,algoma_wi/brown_trout,open,fall_harbor,4.892,2.168,3.53,4.892
2027-12-02,algoma_wi/brown_trout,open,fall_harbor,4.858,2.157,3.508,4.858
2027-12-03,algoma_wi/brown_trout,open,fall_harbor,4.823,2.147,3.485,4.823
2027-12-04,algoma_wi/brown_trout,open,fall_harbor,4.788,2.137,3.462,4.788
2027-12-05,algoma_wi/brown_trout,open,fall_harbor,4.754,2.126,3.44,4.754
2027-12-06,algoma_wi/brown_trout,open,fall_harbor,4.719,2.116,3.417,4.719
2027-12-07,algoma_wi/brown_trout,open,fall_harbor,4.684,2.105,3.395,4.684
2027-12-08,algoma_wi/brown_trout,open,fall_harbor,4.65,2.095,3.372,4.65
2027-12-09,algoma_wi/brown_trout,open,fall_harbor,4.615,2.085,3.35,4.615
2027-12-10,algoma_wi/brown_trout,open,fall_harbor,4.58,2.074,3.327,4.58
2027-12-11,algoma_wi/brown_trout,open,fall_harbor,4.546,2.064,3.305,4.546
2027-12-12,algoma_wi/brown_trout,open,fall_harbor,4.511,2.053,3.282,4.511
2027-12-13,algoma_wi/brown_trout,open,fall_harbor,4.477,2.043,3.26,4.477
2027-12-14,algoma_wi/brown_trout,open,fall_harbor,4.442,2.033,3.237,4.442
2027-12-15,algoma_wi/brown_trout,open,fall_harbor,4.407,2.022,3.215,4.407
2027-12-16,algoma_wi/brown_trout,open,fall_harbor,4.373,2.012,3.192,4.373
2027-12-17,algoma_wi/brown_trout,open,fall_harbor,4.338,2.001,3.17,4.338
2027-12-18,algoma_wi/brown_trout,open,fall_harbor,4.303,1.991,3.147,4.303
2027-12-19,algoma_wi/brown_trout,open,fall_harbor,4.269,1.981,3.125,4.269
2027-12-20,algoma_wi/brown_trout,open,fall_harbor,4.234,1.97,3.102,4.234
2027-12-21,algoma_wi/brown_trout,open,fall_harbor,4.221,1.966,3.094,4.221
2027-12-22,algoma_wi/brown_trout,open,fall_harbor,4.208,1.962,3.085,4.208
2027-12-23,algoma_wi/brown_trout,open,fall_harbor,4.195,1.958,3.077,4.195
2027-12-24,algoma_wi/brown_trout,open,fall_harbor,4.182,1.955,3.068,4.182
2027-12-25,algoma_wi/brown_trout,open,fall_harbor,4.169,1.951,3.06,4.169
2027-12-26,algoma_wi/brown_trout,open,fall_harbor,4.156,1.947,3.051,4.156
2027-12-27,algoma_wi/brown_trout,open,fall_harbor,4.143,1.943,3.043,4.143
2027-12-28,algoma_wi/brown_trout,open,fall_harbor,4.13,1.939,3.034,4.13
2027-12-29,algoma_wi/brown_trout,open,fall_harbor,4.117,1.935,3.026,4.117
2027-12-30,algoma_wi/brown_trout,open,fall_harbor,4.104,1.931,3.017,4.104
2027-12-31,algoma_wi/brown_trout,open,fall_harbor,4.091,1.927,3.009,4.091
2027-01-01,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-02,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-03,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-04,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-05,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-06,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-07,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-08,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-09,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-10,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-11,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-12,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-13,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-14,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-15,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-16,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-17,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-18,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-19,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-20,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-21,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-22,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-23,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-24,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-25,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-26,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-27,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-28,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-29,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-30,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-01-31,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-01,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-02,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-03,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-04,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-05,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-06,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-07,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-08,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-09,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-10,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-11,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-12,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-13,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-14,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-15,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-16,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-17,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-18,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-19,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-20,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-21,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-22,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-23,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-24,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-25,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-26,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-27,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-02-28,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-01,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-02,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-03,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-04,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-05,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-06,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-07,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-08,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-09,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-10,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-11,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-12,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-13,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-14,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-15,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1,1,1,1
2027-03-16,manitowoc_wi/chinook_salmon,open,spring_nearshore_transient,1.02,1.006,1.013,1.02
